1	 2.000000	 
2	 2.500000	 
4	 2.750000	 
8	 2.375000	 
16	 2.375000	 
32	 2.500000	 
64	 2.578125	 
128	 2.867188	 
256	 2.843750	 
512	 2.857422	 
1024	 6.867188	 
2048	 7.415527	 
4096	 7.458008	 
8192	 7.349243	 
